B,20210504,075500,        90,5912799,E
S,20210504,224200,        20,         1, 840744798,KRO/BIFL002/020,Boehringer Frontline,UK
S,20210504,224220,        20,         2, 837053296,UTV/OCTO417/020,Octopus Energy Direct,UK
S,20210504,224240,        30,         3, 836506892,MCL/HSSS007/030,Hotter Shoes SR,UK
S,20210504,224310,        10,         4, 840739018,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,224320,        30,         5, 837067321,MRB/SIBR012/030,Simba Sleep TV  (NBA),UK
S,20210504,224350,        10,         6, 837053297,UTV/OCTO418/010,Octopus Energy Direct,UK
S,20210504,224400,        30,         7, 836870711,MIF/RAET577/030,Renault Zoe OM,UK
B,20210504,230000,        90,5912845,E
S,20210504,230000,        40,         1, 840865111,AMV/SEBA187/040,Smart Energy,UK
S,20210504,230040,        10,         2, 840747235,AMZ/PRWR006/010,Amazon Engage Prime,UK
S,20210504,230050,        10,         3, 840738951,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,230100,        30,         4, 836361254,GOS/SFMM007/030,Welsh Government Student Finance,UK
B,20210504,232500,       210,5912846,C
S,20210504,232500,        20,         1, 838959360,MCE/PRGO007/020,Nestle Purina Gourmet,UK
S,20210504,232520,        30,         2, 838054240,WNP/FSBK001/030,Freemans,UK
S,20210504,232550,        30,         3, 840865110,VCC/CADM119/030,Cadbury Dairy Milk (BAR),UK
S,20210504,232620,        10,         4, 840863689,PMC/PRMF001/010,1 Million Unisex Fragrance,UK
S,20210504,232630,        30,         5, 836612346,MKN/PEBI024/030,Peloton Direct SR,UK
S,20210504,232700,        30,         6, 840725928,VCM/VINT007/030,Vinted (BAR),UK
S,20210504,232730,        20,         7, 840863688,MCE/RBNF014/020,Nurofen Body,UK
S,20210504,232750,        30,         8, 836612348,VCC/SICO001/030,Simply Cook Shared Reward,UK
S,20210504,232820,        10,         9, 838021378,KAR/KENC013/010,Kenco Duo,UK
B,20210504,233500,       240,5912847,E
S,20210504,233500,        30,         1, 840725871,WNP/KSUA001/030,Kaleidoscope Catalogue,UK
S,20210504,233530,        20,         2, 840520047,PCH/ENTP020/020,Enterprise Rent-A-Car Brand,UK
S,20210504,233550,        10,         3, 840863691,KRO/BIFL003/010,Boehringer Frontline,UK
S,20210504,233600,        20,         4, 840863690,HOG/RKDT472/020,Dettol Wipes,UK
S,20210504,233620,        30,         5, 840744913,BJL/HALF003/030,Halfords Brand (BAR),UK
S,20210504,233650,        30,         6, 836361249,GOS/SFMM007/030,Welsh Government Student Finance,UK
S,20210504,233720,        30,         7, 840743742,LYG/TAYL009/030,Taylors Coffee (BAR),UK
S,20210504,233750,        30,         8, 836519427,MCL/HSSS006/030,Hotter Shoes SR,UK
S,20210504,233820,        30,         9, 840863692,CLD/FRPT002/030,Fresh Pet (BAR),UK
S,20210504,233850,        10,        10, 838021377,VCC/SICO002/010,Simply Cook,UK
